"species","closed_canopy","open_canopy","main_habitat","cutoff_40","cutoff_60","area_open","area_closed"
"Salvia nutans L.",0.51,0.49,"closed","open","closed",1,1
"Salvia austriaca Jacq.",0.7,0.3,"closed","closed","closed",1,1
"Salvia leucodermis Baker",0.69,0.31,"closed","closed","closed",1,1
"Salvia tortuosa Kunth",0.91,0.09,"closed","closed","closed",0,1
"Salvia hydrangea DC. ex Benth.",0.3,0.7,"open","open","open",1,1
"Salvia squalens Kunth",0.84,0.16,"closed","closed","closed",0,1
"Salvia melissiflora Benth.",0.94,0.06,"closed","closed","closed",0,1
"Salvia splendens Sellow ex Schult.",0.77,0.23,"closed","closed","closed",0,1
"Salvia sagittata Ruiz & Pav.",0.76,0.24,"closed","closed","closed",0,1
"Salvia scutellarioides Kunth",0.96,0.04,"closed","closed","closed",0,1
"Salvia areysiana Deflers",0,1,"open","open","open",1,0
"Salvia tuerckheimii Urb.",1,0,"closed","closed","closed",0,1
"Salvia argentea L.",0.21,0.79,"open","open","open",1,0
"Salvia corrugata Vahl",0.8,0.2,"closed","closed","closed",0,1
"Salvia pichinchensis Benth.",0.72,0.28,"closed","closed","closed",1,1
"Salvia gilliesii Benth.",0.02,0.98,"open","open","open",1,0
"Salvia durifolia Epling",0.67,0.33,"closed","closed","closed",1,1
"Salvia ovalifolia A.St.-Hil. ex Benth.",0.26,0.74,"open","open","open",1,1
"Salvia nervosa Benth.",0.37,0.63,"open","open","open",1,1
"Salvia procurrens Benth.",0.32,0.68,"open","open","open",1,1
"Salvia rypara Briq.",0.78,0.22,"closed","closed","closed",0,1
"Salvia personata Epling",0.7,0.3,"closed","closed","closed",1,1
"Salvia brevipes Benth.",0.17,0.83,"open","open","open",1,0
"Salvia calolophos Epling",0.29,0.71,"open","open","open",1,1
"Salvia guaranitica A.St.-Hil. ex Benth.",0.62,0.38,"closed","closed","closed",1,1
"Salvia subrotunda A.St.-Hil. ex Benth.",0.8,0.2,"closed","closed","closed",0,1
"Salvia stachydifolia Benth.",0.55,0.45,"closed","open","closed",1,1
"Salvia atrocyanea Epling",0.65,0.35,"closed","closed","closed",1,1
"Salvia involucrata Cav.",0.87,0.13,"closed","closed","closed",0,1
"Salvia exserta Griseb.",0.67,0.33,"closed","closed","closed",1,1
"Salvia alba J.R.I.Wood",0.79,0.21,"closed","closed","closed",0,1
"Salvia elegans Vahl",0.93,0.07,"closed","closed","closed",0,1
"Salvia densiflora Benth.",0.86,0.14,"closed","closed","closed",0,1
"Salvia texana (Scheele) Torr.",0.08,0.92,"open","open","open",1,0
"Salvia henryi A.Gray",0.36,0.64,"open","open","open",1,1
"Salvia melissodora Lag.",0.69,0.31,"closed","closed","closed",1,1
"Salvia pubescens Benth.",0.9,0.1,"closed","closed","closed",0,1
"Salvia rufula Kunth",0.96,0.04,"closed","closed","closed",0,1
"Salvia betulifolia Epling",0.75,0.25,"closed","closed","closed",0,1
"Salvia scabrida Pohl",0.15,0.85,"open","open","open",1,0
"Salvia hirtella Vahl",0.75,0.25,"closed","closed","closed",0,1
"Salvia xalapensis Benth.",0.99,0.01,"closed","closed","closed",0,1
"Salvia aspera M.Martens & Galeotti",0.74,0.26,"closed","closed","closed",1,1
"Salvia regla Cav.",0.71,0.29,"closed","closed","closed",1,1
"Salvia lycioides A.Gray",0.56,0.44,"closed","open","closed",1,1
"Salvia stenophylla Burch. ex Benth.",0,1,"open","open","open",1,0
"Salvia flaccidifolia Fernald",0.93,0.07,"closed","closed","closed",0,1
"Salvia albicaulis Benth.",0,1,"open","open","open",1,0
"Salvia canariensis L.",0.11,0.89,"open","open","open",1,0
"Salvia sessilifolia A.Gray ex S.Watson",1,0,"closed","closed","closed",0,1
"Salvia interrupta Schousb.",0.46,0.54,"open","open","closed",1,1
"Salvia patens Cav.",0.92,0.08,"closed","closed","closed",0,1
"Salvia vazquezii Iltis & Ramamoorthy",1,0,"closed","closed","closed",0,1
"Salvia longispicata M.Martens & Galeotti",0.96,0.04,"closed","closed","closed",0,1
"Salvia sanctae-luciae Seem.",0.92,0.08,"closed","closed","closed",0,1
"Salvia confertispicata Fragoso & Mart.Gord.",1,0,"closed","closed","closed",0,1
"Salvia roemeriana Scheele",0.34,0.66,"open","open","open",1,1
"Salvia gesneriiflora Lindl. & Paxton",0.9,0.1,"closed","closed","closed",0,1
"Salvia acerifolia B.L.Turner",1,0,"closed","closed","closed",0,1
"Salvia tiliifolia Vahl",0.66,0.34,"closed","closed","closed",1,1
"Salvia blepharophylla Brandegee ex Epling",0.5,0.5,"closed","open","closed",1,1
"Salvia tricuspidata M.Martens & Galeotti",0.93,0.07,"closed","closed","closed",0,1
"Salvia chapalensis Briq.",1,0,"closed","closed","closed",0,1
"Salvia axillaris Moc. & Sessé ex Benth.",0.7,0.3,"closed","closed","closed",1,1
"Salvia lavanduloides Kunth",0.97,0.03,"closed","closed","closed",0,1
"Salvia nipponica Miq.",1,0,"closed","closed","closed",0,1
"Salvia purpurea Sessé & Moc.",1,0,"closed","closed","closed",0,1
"Salvia pauciserrata Benth.",0.92,0.08,"closed","closed","closed",0,1
"Salvia africana L.",0.04,0.96,"open","open","open",1,0
"Salvia guadalajarensis Briq.",1,0,"closed","closed","closed",0,1
"Salvia simulans Fernald",0.93,0.07,"closed","closed","closed",0,1
"Salvia dominica L.",0.07,0.93,"open","open","open",1,0
"Salvia ballotiflora Benth.",0.14,0.86,"open","open","open",1,0
"Salvia rubiginosa Benth.",0.96,0.04,"closed","closed","closed",0,1
"Salvia cyclostegia E.Peter",0.89,0.11,"closed","closed","closed",0,1
"Salvia holwayi S.F.Blake",0.97,0.03,"closed","closed","closed",0,1
"Salvia chiapensis Brandegee",1,0,"closed","closed","closed",0,1
"Salvia chamaedryoides Cav.",0.53,0.47,"closed","open","closed",1,1
"Salvia yunnanensis C.H.Wright",0.95,0.05,"closed","closed","closed",0,1
"Salvia disjuncta Fernald",0.9,0.1,"closed","closed","closed",0,1
"Salvia hierosolymitana Boiss.",0,1,"open","open","open",1,0
"Salvia inconspicua Benth.",0.94,0.06,"closed","closed","closed",0,1
"Salvia miniata Fernald",1,0,"closed","closed","closed",0,1
"Salvia absconditiflora Greuter & Burdet",0.64,0.36,"closed","closed","closed",1,1
"Salvia plurispicata Epling",0.97,0.03,"closed","closed","closed",0,1
"Salvia leptophylla Benth.",0.73,0.27,"closed","closed","closed",1,1
"Salvia amarissima Ortega",0.8,0.2,"closed","closed","closed",0,1
"Salvia chionophylla Fernald",0.62,0.38,"closed","closed","closed",1,1
"Salvia thymoides Benth.",0.48,0.52,"open","open","closed",1,1
"Salvia semiatrata Zucc.",0.95,0.05,"closed","closed","closed",0,1
"Salvia oaxacana Fernald",0.41,0.59,"open","open","closed",1,1
"Salvia santanae Ramamoorthy ex J.G.González & Guzm.-Hern.",1,0,"closed","closed","closed",0,1
"Salvia ramosa Brandegee",0.8,0.2,"closed","closed","closed",0,1
"Salvia concolor Lamb. ex Benth.",0.94,0.06,"closed","closed","closed",0,1
"Salvia jaimehintoniana Ramamoorthy ex B.L.Turner",0.97,0.03,"closed","closed","closed",0,1
"Salvia vitifolia Benth.",0.97,0.03,"closed","closed","closed",0,1
"Salvia lasiantha Benth.",0.87,0.13,"closed","closed","closed",0,1
"Salvia stolonifera Benth.",0.88,0.12,"closed","closed","closed",0,1
"Salvia rostellata Epling",1,0,"closed","closed","closed",0,1
"Salvia carnea Kunth",0.93,0.07,"closed","closed","closed",0,1
"Salvia candicans M.Martens & Galeotti",0.73,0.27,"closed","closed","closed",1,1
"Salvia alamosana Rose",0.98,0.02,"closed","closed","closed",0,1
"Salvia bupleuroides C.Presl ex Benth.",1,0,"closed","closed","closed",0,1
"Salvia chamelaeagnea Berg.",0.06,0.94,"open","open","open",1,0
"Salvia divinorum Epling & Játiva",0.75,0.25,"closed","closed","closed",0,1
"Salvia cuspidata Ruiz & Pav.",0.12,0.88,"open","open","open",1,0
"Salvia nubicola Wall. ex Sweet",0.46,0.54,"open","open","closed",1,1
"Salvia cacaliifolia Benth.",0.94,0.06,"closed","closed","closed",0,1
"Salvia candelabrum Boiss.",0,1,"open","open","open",1,0
"Salvia sclareoides Brot.",0.03,0.97,"open","open","open",1,0
"Salvia phlomoides Asso",0.08,0.92,"open","open","open",1,0
"Salvia rosmarinus Spenn.",0.37,0.63,"open","open","open",1,1
"Salvia tomentella Pohl",0.02,0.98,"open","open","open",1,0
"Salvia cerradicola E.P.Santos",0,1,"open","open","open",1,0
"Salvia congestiflora Epling",0.94,0.06,"closed","closed","closed",0,1
"Salvia peninsularis Brandegee",0.08,0.92,"open","open","open",1,0
"Salvia tubiflora Sm.",0.32,0.68,"open","open","open",1,1
"Salvia ariana Hedge",0,1,"open","open","open",1,0
"Salvia eriophora Boiss. & Kotschy",1,0,"closed","closed","closed",0,1
"Salvia oppositiflora Ruiz & Pav.",0.67,0.33,"closed","closed","closed",1,1
"Salvia montbretii Benth.",0.4,0.6,"open","open","closed",1,1
"Salvia garipensis E.Mey. ex Benth.",0,1,"open","open","open",1,0
"Salvia euphratica Montbret & Aucher ex Benth.",1,0,"closed","closed","closed",0,1
"Salvia ringens Sm.",0.51,0.49,"closed","open","closed",1,1
"Salvia coahuilensis Fernald",0.26,0.74,"open","open","open",1,1
"Salvia langlassei Fernald",0.96,0.04,"closed","closed","closed",0,1
"Salvia smyrnaea Boiss.",0.5,0.5,"closed","open","closed",1,1
"Salvia sphacelioides Benth.",0.8,0.2,"closed","closed","closed",0,1
"Salvia persepolitana Boiss.",0.8,0.2,"closed","closed","closed",0,1
"Salvia campanulata Wall. ex Benth.",0.71,0.29,"closed","closed","closed",1,1
"Salvia sordida Benth.",0.86,0.14,"closed","closed","closed",0,1
"Salvia adenophylla Hedge & Hub.-Mor.",1,0,"closed","closed","closed",0,1
"Salvia xanthocheila Boiss. ex Benth.",0.67,0.33,"closed","closed","closed",1,1
"Salvia sarmentosa Epling",0.85,0.15,"closed","closed","closed",0,1
"Salvia kronenburgii Rech.f.",1,0,"closed","closed","closed",0,1
"Salvia sprucei Briq.",0.75,0.25,"closed","closed","closed",0,1
"Salvia breviflora Moc. & Sessé ex Benth.",0.9,0.1,"closed","closed","closed",0,1
"Salvia lachnostachys Benth.",0.63,0.37,"closed","closed","closed",1,1
"Salvia microstegia Boiss. & Balansa",0.28,0.72,"open","open","open",1,1
"Salvia hintonii Epling",0.91,0.09,"closed","closed","closed",0,1
"Salvia lineata Benth.",0.56,0.44,"closed","open","closed",1,1
"Salvia setulosa Fernald",0.94,0.06,"closed","closed","closed",0,1
"Salvia nitida (M.Martens & Galeotti) Benth.",1,0,"closed","closed","closed",0,1
"Salvia reuteriana Boiss.",0.25,0.75,"open","open","open",1,0
"Salvia schimperi Benth.",0.13,0.87,"open","open","open",1,0
"Salvia iodantha Fernald",0.98,0.02,"closed","closed","closed",0,1
"Salvia striata Benth.",0.89,0.11,"closed","closed","closed",0,1
"Salvia pulchella DC.",0.76,0.24,"closed","closed","closed",0,1
"Salvia suffruticosa Montbret & Aucher ex Benth.",0.88,0.12,"closed","closed","closed",0,1
"Salvia rhombifolia Ruiz & Pav.",0.19,0.81,"open","open","open",1,0
"Salvia florida Benth.",0.94,0.06,"closed","closed","closed",0,1
"Salvia blepharochlaena Hedge & Hub.-Mor.",1,0,"closed","closed","closed",0,1
"Salvia pachystachya Trautv.",0.18,0.82,"open","open","open",1,0
"Salvia laevis Benth.",0.84,0.16,"closed","closed","closed",0,1
"Salvia tobeyi Hedge",1,0,"closed","closed","closed",0,1
"Salvia purpusii Brandegee",0.25,0.75,"open","open","open",1,0
"Salvia rubescens Kunth",0.79,0.21,"closed","closed","closed",0,1
"Salvia aristata Aucher ex Benth.",0.4,0.6,"open","open","closed",1,1
"Salvia nervata M.Martens & Galeotti",1,0,"closed","closed","closed",0,1
"Salvia deserti Decne.",0,1,"open","open","open",1,0
"Salvia nilotica Juss. ex Jacq.",0.39,0.61,"open","open","open",1,1
"Salvia herbacea Benth.",1,0,"closed","closed","closed",0,1
"Salvia palaestina Benth.",0.14,0.86,"open","open","open",1,0
"Salvia languidula Epling",0.99,0.01,"closed","closed","closed",0,1
"Salvia recurva Benth.",0.95,0.05,"closed","closed","closed",0,1
"Salvia oxyphora Briq.",0.94,0.06,"closed","closed","closed",0,1
"Salvia retinervia Briq.",0.87,0.13,"closed","closed","closed",0,1
"Salvia aucheri Benth.",0,1,"open","open","open",1,0
"Salvia minarum Briq.",0.21,0.79,"open","open","open",1,0
"Salvia cadmica Boiss.",0.75,0.25,"closed","closed","closed",0,1
"Salvia albimaculata Hedge & Hub.-Mor.",0.25,0.75,"open","open","open",1,0
"Salvia podadena Briq.",0.41,0.59,"open","open","closed",1,1
"Salvia fruticulosa Benth.",0.75,0.25,"closed","closed","closed",0,1
"Salvia filipes Benth.",0.9,0.1,"closed","closed","closed",0,1
"Salvia angulata Benth.",0.85,0.15,"closed","closed","closed",0,1
"Salvia modesta Boiss.",0.91,0.09,"closed","closed","closed",0,1
"Salvia cyanicalyx Epling",0.33,0.67,"open","open","open",1,1
"Salvia orbignaei Benth.",0.83,0.17,"closed","closed","closed",0,1
"Salvia wagneriana Pol.",0.96,0.04,"closed","closed","closed",0,1
"Salvia cyanescens Boiss. & Balansa",0.6,0.4,"closed","closed","closed",1,1
"Salvia tehuacana Fernald",0.75,0.25,"closed","closed","closed",0,1
"Salvia speciosa C.Presl ex Benth.",1,0,"closed","closed","closed",0,1
"Salvia roborowskii Maxim.",0.36,0.64,"open","open","open",1,1
"Salvia digitaloides Diels",1,0,"closed","closed","closed",0,1
"Salvia glabrescens Makino",1,0,"closed","closed","closed",0,1
"Salvia ranzaniana Makino",1,0,"closed","closed","closed",0,1
"Salvia akiensis A.Takano, Sera & N.Kurosaki",1,0,"closed","closed","closed",0,1
"Salvia lutescens (Koidz.) Koidz.",1,0,"closed","closed","closed",0,1
"Salvia chionantha Boiss.",0.5,0.5,"closed","open","closed",1,1
"Salvia amplexicaulis Lam.",0.46,0.54,"open","open","closed",1,1
"Salvia tomentosa Mill.",0.66,0.34,"closed","closed","closed",1,1
"Salvia azurea Lam.",0.62,0.38,"closed","closed","closed",1,1
"Salvia confertiflora Pohl",0.7,0.3,"closed","closed","closed",1,1
"Salvia brevilabra Franch.",0.85,0.15,"closed","closed","closed",0,1
"Salvia limbata C.A.Mey.",0.37,0.63,"open","open","open",1,1
"Salvia somalensis Vatke",0,1,"open","open","open",1,0
"Salvia styphelus Epling, 1938",0.8,0.2,"closed","closed","closed",0,1
"Salvia africana-lutea L.",0.11,0.89,"open","open","open",1,0
"Salvia haenkei Benth.",0.61,0.39,"closed","closed","closed",1,1
"Salvia taraxacifolia Coss. & Balansa",0,1,"open","open","open",1,0
"Salvia mexicana L.",0.92,0.08,"closed","closed","closed",0,1
"Salvia glechomifolia Kunth",0.86,0.14,"closed","closed","closed",0,1
"Salvia helianthemifolia Benth.",0.93,0.07,"closed","closed","closed",0,1
"Salvia leptostachys Benth.",0.77,0.23,"closed","closed","closed",0,1
"Salvia nepetoides Kunth",0.97,0.03,"closed","closed","closed",0,1
"Salvia angustiarum Epling",1,0,"closed","closed","closed",0,1
"Salvia thyrsiflora Benth.",1,0,"closed","closed","closed",0,1
"Salvia nana Kunth",0.85,0.15,"closed","closed","closed",0,1
"Salvia gravida Epling",1,0,"closed","closed","closed",0,1
"Salvia curviflora Benth.",0.9,0.1,"closed","closed","closed",0,1
"Salvia albocaerulea Linden",0.98,0.02,"closed","closed","closed",0,1
"Salvia reptans Jacq.",0.78,0.22,"closed","closed","closed",0,1
"Salvia protracta Benth.",1,0,"closed","closed","closed",0,1
"Salvia infuscata Epling",1,0,"closed","closed","closed",0,1
"Salvia connivens Epling",0.85,0.15,"closed","closed","closed",0,1
"Salvia praestans Epling",0.94,0.06,"closed","closed","closed",0,1
"Salvia cardinalis Kunth",0.97,0.03,"closed","closed","closed",0,1
"Salvia forreri Greene",0.84,0.16,"closed","closed","closed",0,1
"Salvia urica Epling",0.99,0.01,"closed","closed","closed",0,1
"Salvia muscarioides Fernald",1,0,"closed","closed","closed",0,1
"Salvia rhyacophila (Fernald) Epling",0.98,0.02,"closed","closed","closed",0,1
"Salvia clinopodioides Kunth",0.98,0.02,"closed","closed","closed",0,1
"Salvia bogotensis Benth.",0.96,0.04,"closed","closed","closed",0,1
"Salvia gachantivana Fern.Alonso",0.89,0.11,"closed","closed","closed",0,1
"Salvia amethystina Sm.",0.71,0.29,"closed","closed","closed",1,1
"Salvia melaleuca Epling",0.54,0.46,"closed","open","closed",1,1
"Salvia tolimensis Kunth",1,0,"closed","closed","closed",0,1
"Salvia leucocephala Kunth",0.82,0.18,"closed","closed","closed",0,1
"Salvia dombeyi Epling",0.6,0.4,"closed","closed","closed",1,1
"Salvia littae Vis.",1,0,"closed","closed","closed",0,1
"Salvia hilarii Benth.",1,0,"closed","closed","closed",0,1
"Salvia agnes Epling",1,0,"closed","closed","closed",0,1
"Salvia parryi A.Gray",0.46,0.54,"open","open","closed",1,1
"Salvia sinaloensis Fernald",1,0,"closed","closed","closed",0,1
"Salvia villosa Fernald",0.7,0.3,"closed","closed","closed",1,1
"Salvia aequidistans Fernald",1,0,"closed","closed","closed",0,1
"Salvia engelmannii A.Gray",0,1,"open","open","open",1,0
"Salvia madrensis Seem.",0.79,0.21,"closed","closed","closed",0,1
"Salvia remota Benth.",1,0,"closed","closed","closed",0,1
"Salvia grewiifolia S.Moore",0.14,0.86,"open","open","open",1,0
"Salvia lanigera Poir.",0.01,0.99,"open","open","open",1,0
"Salvia manantlanensis Ramamoorthy",1,0,"closed","closed","closed",0,1
"Salvia yangii B.T.Drew",0.69,0.31,"closed","closed","closed",1,1
"Salvia broussonetii Benth.",0,1,"open","open","open",1,0
"Salvia herbanica A.Santos & M.Fernández",0.12,0.88,"open","open","open",1,0
"Salvia articulata Epling",0.62,0.38,"closed","closed","closed",1,1
"Salvia flava Forrest ex Diels",0.89,0.11,"closed","closed","closed",0,1
"Salvia evansiana Hand.-Mazz.",0.94,0.06,"closed","closed","closed",0,1
"Salvia aerea H.Lév.",1,0,"closed","closed","closed",0,1
"Salvia bulleyana Diels",0.94,0.06,"closed","closed","closed",0,1
"Salvia liguliloba Y.Z.Sun",1,0,"closed","closed","closed",0,1
"Salvia trijuga Diels",0.92,0.08,"closed","closed","closed",0,1
"Salvia brachyloma E.Peter",1,0,"closed","closed","closed",0,1
"Salvia handelii E.Peter",0.5,0.5,"closed","open","closed",1,1
"Salvia hylocharis Diels",1,0,"closed","closed","closed",0,1
"Salvia plectranthoides Griff.",1,0,"closed","closed","closed",0,1
"Salvia atrorubra C.Y.Wu",1,0,"closed","closed","closed",0,1
"Salvia atropurpurea C.Y.Wu",1,0,"closed","closed","closed",0,1
"Salvia cynica Dunn",0.86,0.14,"closed","closed","closed",0,1
"Salvia tricuspis Franch.",0.81,0.19,"closed","closed","closed",0,1
"Salvia sonchifolia C.Y.Wu",1,0,"closed","closed","closed",0,1
"Salvia bifidocalyx C.Y.Wu & Y.C.Huang",1,0,"closed","closed","closed",0,1
"Salvia omeiana E.Peter",0.92,0.08,"closed","closed","closed",0,1
"Salvia honania L.H.Bailey",0.95,0.05,"closed","closed","closed",0,1
"Salvia heterochroa E.Peter",0.33,0.67,"open","open","open",1,1
"Salvia castanea Diels",0.68,0.32,"closed","closed","closed",1,1
"Salvia kiangsiensis C.Y.Wu",0.9,0.1,"closed","closed","closed",0,1
"Salvia maximowicziana Hemsl.",0.97,0.03,"closed","closed","closed",0,1
"Salvia sinica Migo",1,0,"closed","closed","closed",0,1
"Salvia appendiculata E.Peter",1,0,"closed","closed","closed",0,1
"Salvia smithii E.Peter",0.93,0.07,"closed","closed","closed",0,1
"Salvia dorisiana Standl.",1,0,"closed","closed","closed",0,1
"Salvia judaica Boiss.",0,1,"open","open","open",1,0
"Salvia indica L.",0.27,0.73,"open","open","open",1,1
"Salvia deserta Schangin",0.08,0.92,"open","open","open",1,0
"Salvia adenophora Fernald",0.97,0.03,"closed","closed","closed",0,1
"Salvia lanceolata Brouss.",0.42,0.58,"open","open","closed",1,1
"Salvia arbuscula Fernald",1,0,"closed","closed","closed",0,1
"Salvia pennellii Epling",1,0,"closed","closed","closed",0,1
"Salvia pusilla Fernald",1,0,"closed","closed","closed",0,1
"Salvia filifolia Ramamoorthy",0.87,0.13,"closed","closed","closed",0,1
"Salvia stachyoides Kunth",0.97,0.03,"closed","closed","closed",0,1
"Salvia cryptodonta Fernald",1,0,"closed","closed","closed",0,1
"Salvia caudata Epling",0.93,0.07,"closed","closed","closed",0,1
"Salvia rupicola Fernald",0.67,0.33,"closed","closed","closed",1,1
"Salvia scabra Thunb.",0.38,0.62,"open","open","open",1,1
"Salvia scabiosifolia Lam.",0.79,0.21,"closed","closed","closed",0,1
"Salvia ramamoorthyana Espejo",1,0,"closed","closed","closed",0,1
"Salvia substolonifera E.Peter",1,0,"closed","closed","closed",0,1
"Salvia chienii E.Peter",1,0,"closed","closed","closed",0,1
"Salvia hupehensis E.Peter",1,0,"closed","closed","closed",0,1
"Salvia kiaometiensis H.Lév.",1,0,"closed","closed","closed",0,1
"Salvia schizochila E.Peter",1,0,"closed","closed","closed",0,1
"Salvia prattii Hemsl.",0.55,0.45,"closed","open","closed",1,1
"Salvia dolomitica Codd",0,1,"open","open","open",1,0
"Salvia wardii E.Peter",0.43,0.57,"open","open","closed",1,1
"Salvia syriaca L.",0.16,0.84,"open","open","open",1,0
"Salvia pentstemonoides Kunth & C.D.Bouché",0.06,0.94,"open","open","open",1,0
"Salvia dorystaechas B.T.Drew",0,1,"open","open","open",1,0
"Salvia compsostachys Epling",0.88,0.12,"closed","closed","closed",0,1
"Salvia hypargeia Fisch. & C.A.Mey.",0.89,0.11,"closed","closed","closed",0,1
"Salvia buchananii Hedge",0.86,0.14,"closed","closed","closed",0,1
"Salvia prunifolia Fernald",0.9,0.1,"closed","closed","closed",0,1
"Salvia pinnata L.",0,1,"open","open","open",1,0
"Salvia dianthera Roth ex Roem. & Schult.",0,1,"open","open","open",1,0
"Salvia sapinea Epling",1,0,"closed","closed","closed",0,1
"Salvia palealis Epling",1,0,"closed","closed","closed",0,1
"Salvia sharpii Epling & Mathias",1,0,"closed","closed","closed",0,1
"Salvia curtiflora Epling",1,0,"closed","closed","closed",0,1
"Salvia muelleri Epling",0.44,0.56,"open","open","closed",1,1
"Salvia quercetorum Epling",1,0,"closed","closed","closed",0,1
"Salvia mexiae Epling",1,0,"closed","closed","closed",0,1
"Salvia rosei Fernald",1,0,"closed","closed","closed",0,1
"Salvia prasiifolia Benth.",0.88,0.12,"closed","closed","closed",0,1
"Salvia margaritae Botsch.",0.33,0.67,"open","open","open",1,1
"Salvia tepicensis Fernald",1,0,"closed","closed","closed",0,1
"Salvia whitehousei Alziar",0,1,"open","open","open",1,0
"Salvia cuatrecasana Epling",1,0,"closed","closed","closed",0,1
"Salvia daghestanica Sosn.",0.5,0.5,"closed","open","closed",1,1
"Salvia caespitosa Montbret & Aucher ex Benth.",0.29,0.71,"open","open","open",1,1
"Salvia hians Royle ex Benth.",0.6,0.4,"closed","closed","closed",1,1
"Salvia jurisicii Kosanin",0.87,0.13,"closed","closed","closed",0,1
"Salvia chrysophylla Stapf",0,1,"open","open","open",1,0
"Salvia pisidica Boiss. & Heldr. ex Benth.",0.14,0.86,"open","open","open",1,0
"Salvia moorcroftiana Wall. ex Benth.",0.48,0.52,"open","open","closed",1,1
"Salvia rhytidea Benth.",0.03,0.97,"open","open","open",1,0
"Salvia lanata Roxb.",0.93,0.07,"closed","closed","closed",0,1
"Salvia venulosa Epling",1,0,"closed","closed","closed",0,1
"Salvia erythrostoma Epling",0.5,0.5,"closed","open","closed",1,1
"Salvia poculata Nábelek",1,0,"closed","closed","closed",0,1
"Salvia brachyantha (Bordz.) Pobed.",0.33,0.67,"open","open","open",1,1
"Salvia mairei H.Lév.",1,0,"closed","closed","closed",0,1
"Salvia sophrona Briq.",0.84,0.16,"closed","closed","closed",0,1
"Salvia raymondii J.R.I.Wood",1,0,"closed","closed","closed",0,1
"Salvia platystoma Epling",1,0,"closed","closed","closed",0,1
"Salvia univerticillata Ramamoorthy ex Klitg.",1,0,"closed","closed","closed",0,1
"Salvia rusbyi Britton ex Rusby",1,0,"closed","closed","closed",0,1
"Salvia discolor Kunth",0.62,0.38,"closed","closed","closed",1,1
"Salvia areolata Epling",1,0,"closed","closed","closed",0,1
"Salvia leucochlamys Epling",1,0,"closed","closed","closed",0,1
"Salvia moniliformis Fernald",1,0,"closed","closed","closed",0,1
"Salvia perlonga Fernald",1,0,"closed","closed","closed",0,1
"Salvia koyamae Makino",0.86,0.14,"closed","closed","closed",0,1
"Salvia namaensis Schinz",0,1,"open","open","open",1,0
"Salvia myriantha Epling",1,0,"closed","closed","closed",0,1
"Salvia neurepia Fernald",1,0,"closed","closed","closed",0,1
"Salvia jorgehintoniana Ramamoorthy ex B.L.Turner",1,0,"closed","closed","closed",0,1
"Salvia richardsonii B.L.Turner",1,0,"closed","closed","closed",0,1
"Salvia ibugana J.G.González",1,0,"closed","closed","closed",0,1
"Salvia hidalgensis Miranda",0.83,0.17,"closed","closed","closed",0,1
"Salvia omerocalyx Hayata",1,0,"closed","closed","closed",0,1
"Salvia lophanthoides Fernald",1,0,"closed","closed","closed",0,1
"Salvia ionocalyx Epling",1,0,"closed","closed","closed",0,1
"Salvia vvedenskii Nikitina",0.25,0.75,"open","open","open",1,0
"Salvia chloroleuca Rech.f. & Aellen",0,1,"open","open","open",1,0
"Salvia sahendica Boiss. & Buhse",0,1,"open","open","open",1,0
"Salvia atropatana Bunge",0.43,0.57,"open","open","closed",1,1
"Salvia bucharica Popov",0.11,0.89,"open","open","open",1,0
"Salvia meiliensis S.W.Su",1,0,"closed","closed","closed",0,1
"Salvia potaninii Krylov",1,0,"closed","closed","closed",0,1
"Salvia napifolia Jacq.",0.5,0.5,"closed","open","closed",1,1
"Salvia kurdica Boiss. & Hohen. ex Benth.",0.5,0.5,"closed","open","closed",1,1
"Salvia sikkimensis E.Peter",0.56,0.44,"closed","open","closed",1,1
"Salvia subpalmatinervis E.Peter",0.67,0.33,"closed","closed","closed",1,1
"Salvia alborosea Epling & Játiva",1,0,"closed","closed","closed",0,1
"Salvia recognita Fisch. & C.A.Mey.",0.92,0.08,"closed","closed","closed",0,1
"Salvia aurita L.f.",0.12,0.88,"open","open","open",1,0
"Salvia paramiltiorrhiza H.W.Li & X.L.Huang",1,0,"closed","closed","closed",0,1
"Salvia chunganensis C.Y.Wu & Y.C.Huang",1,0,"closed","closed","closed",0,1
"Salvia lankongensis C.Y.Wu",1,0,"closed","closed","closed",0,1
"Salvia formosa L'Hér.",0.88,0.12,"closed","closed","closed",0,1
"Salvia tingitana Etl.",0.25,0.75,"open","open","open",1,0
"Salvia gracilipes Epling",0.95,0.05,"closed","closed","closed",0,1
"Salvia polystachya M.Martens & Galeotti",0.96,0.04,"closed","closed","closed",0,1
"Salvia cabulica Benth.",0.71,0.29,"closed","closed","closed",1,1
"Salvia rzedowskii Ramamoorthy",1,0,"closed","closed","closed",0,1
"Salvia heterofolia Epling & Mathias",1,0,"closed","closed","closed",0,1
"Salvia thermarum van Jaarsv.",0,1,"open","open","open",1,0
"Salvia scrophulariifolia (Bunge) B.T.Drew",0,1,"open","open","open",1,0
"Salvia sarawschanica Regel & Schmalh.",0,1,"open","open","open",1,0
"Salvia hypoleuca Benth.",0.75,0.25,"closed","closed","closed",0,1
"Salvia sucrensis J.R.I.Wood",1,0,"closed","closed","closed",0,1
"Salvia yosgadensis Freyn & Bornm.",0.5,0.5,"closed","open","closed",1,1
"Salvia muirii L.Bolus",0,1,"open","open","open",1,0
