"genera","closed_canopy","open_canopy","main_habitat","cutoff_40","cutoff_60","area_open","area_closed"
"Helicostylis pedunculata Benoist",0.88,0.12,"closed","closed","closed",0,1
"Myrcia cerqueiria (Nied.) E.Lucas & Sobral",1,0,"closed","closed","closed",0,1
"Mimosa sanguinolenta Barneby",0.57,0.43,"closed","open","closed",1,1
"Calyptronoma plumeriana (Mart.) Lourteig",1,0,"closed","closed","closed",0,1
"Mimosa distans Benth.",0.18,0.82,"open","open","open",1,0
"Astrocaryum faranae F.Kahn & E.Ferreira",1,0,"closed","closed","closed",0,1
"Borassus aethiopum Mart.",0.26,0.74,"open","open","open",1,1
"Tibouchina cubense (A.Rich.) M.Gómez",1,0,"closed","closed","closed",0,1
"Allantoma integrifolia (Ducke) S.A.Mori, Ya Y.Huang & Prance",1,0,"closed","closed","closed",0,1
"Henriettea aggregata (D.Don) J.F.Macbr.",0.86,0.14,"closed","closed","closed",0,1
"Desmoncus prunifer Poepp. ex Mart.",1,0,"closed","closed","closed",0,1
"Mimosa niederleinii Burkart",0.89,0.11,"closed","closed","closed",0,1
"Geonoma hollinensis A.J.Hend., Borchs. & Balslev",1,0,"closed","closed","closed",0,1
"Myrialepis paradoxa (Kurz) J.Dransf.",1,0,"closed","closed","closed",0,1
"Sagraea gracilis (Alain) Alain",1,0,"closed","closed","closed",0,1
"Rauvolfia serpentina (L.) Benth. ex Kurz",1,0,"closed","closed","closed",0,1
"Mabrya acerifolia (Pennell) Elisens",0.33,0.67,"open","open","open",1,1
"Meniocus linifolius (Stephan ex Willd.) DC.",0.29,0.71,"open","open","open",1,1
"Stipa sellowiana Trin. & Rupr.",0.85,0.15,"closed","closed","closed",0,1
"Ossaea elliptica Alain",1,0,"closed","closed","closed",0,1
"Clidemia angustilamina Judd & Skean",1,0,"closed","closed","closed",0,1
"Gaussia princeps H.Wendl.",1,0,"closed","closed","closed",0,1
"Clidemia umbellata (Mill.) L.O.Williams",0.94,0.06,"closed","closed","closed",0,1
"Miconia umbellata (Mill.) Judd & Ionta",1,0,"closed","closed","closed",0,1
"Caryota sympetala Gagnep.",0.96,0.04,"closed","closed","closed",0,1
"Couepia ovalifolia Benth., 1840",0.65,0.35,"closed","closed","closed",1,1
"Eugenia rigidifolia A.Rich.",1,0,"closed","closed","closed",0,1
"Miconia cerasiflora Urb.",1,0,"closed","closed","closed",0,1
"Copernicia cowellii Britton & P.Wilson",1,0,"closed","closed","closed",0,1
"Pachyanthus cubensis A.Rich.",0.86,0.14,"closed","closed","closed",0,1
"Mimosa kuhnisteroides Barneby",1,0,"closed","closed","closed",0,1
"Calliandra purdiei Benth.",1,0,"closed","closed","closed",0,1
"Calamus inops Becc. ex K.Heyne",1,0,"closed","closed","closed",0,1
"Tetrazygia fadyenii Hook.",1,0,"closed","closed","closed",0,1
"Leandra limoides (Urb.) Judd & Skean",1,0,"closed","closed","closed",0,1
"Huberia nettoana Brade",0.67,0.33,"closed","closed","closed",1,1
"Dacryodes cuspidata (Cuatrec.) Daly",1,0,"closed","closed","closed",0,1
"Asclepias lemmonii A.Gray",0.95,0.05,"closed","closed","closed",0,1
"Draba maguirei C.L.Hitchc.",1,0,"closed","closed","closed",0,1
"Cymopterus basalticus M.E.Jones",0,1,"open","open","open",1,0
"Jasarum steyermarkii G.S.Bunting",0.8,0.2,"closed","closed","closed",0,1
"Hoya carnosa (L.fil.) R.Br.",1,0,"closed","closed","closed",0,1
"Calliandra longipes Benth.",0.29,0.71,"open","open","open",1,1
"Prangos ferulacea (L.) Lindl.",0.47,0.53,"open","open","closed",1,1
"Prangos goniocarpa (Boiss.) Zohary",0,1,"open","open","open",1,0
"Miconia alternifolia (Griseb.) Alain",1,0,"closed","closed","closed",0,1
"Astrocaryum paramaca Mart.",0.92,0.08,"closed","closed","closed",0,1
"Vellozia maxillarioides L.B.Sm.",0,1,"open","open","open",1,0
"Zygia paucijugata (Lundell) L.Rico",1,0,"closed","closed","closed",0,1
"Myrceugenia myrtoides O.Berg",0.4,0.6,"open","open","closed",1,1
"Calyptrogyne sanblasensis A.J.Hend.",0.67,0.33,"closed","closed","closed",1,1
"Daemonorops nuichuaensis (A.J.Hend., N.K.Ban & N.Q.Dung) A.J.Hend.",1,0,"closed","closed","closed",0,1
"Lomatium bradshawii (Rose ex Mathias) Mathias & Constance",1,0,"closed","closed","closed",0,1
"Miconia delicatula A.Rich.",0.93,0.07,"closed","closed","closed",0,1
"Chelyocarpus repens F.Kahn & K.Mejia",1,0,"closed","closed","closed",0,1
"Bulbophyllum chloroglossum Rchb.f.",0.4,0.6,"open","open","closed",1,1
"Mimosa purpusii Brandegee",0,1,"open","open","open",1,0
"Draba asprella Greene",0.85,0.15,"closed","closed","closed",0,1
"Graffenrieda moritziana Triana",0.75,0.25,"closed","closed","closed",0,1
"Leandra collina Wurdack",1,0,"closed","closed","closed",0,1
"Fritzschia sertularia (DC.) M.J.Rocha & P.J.F.Guim.",0.41,0.59,"open","open","closed",1,1
"Croton poecilanthus Urb.",0.67,0.33,"closed","closed","closed",1,1
"Miconia rotundifolia (D.Don) Naudin",0.88,0.12,"closed","closed","closed",0,1
"Livistona saribus (Lour.) Merr. ex A.Chev.",0.94,0.06,"closed","closed","closed",0,1
"Copernicia macroglossa H.Wendl. ex Becc.",1,0,"closed","closed","closed",0,1
"Miconia mcphersonii Almeda & Penneys",1,0,"closed","closed","closed",0,1
"Microlicia consimilis Wurdack",0,1,"open","open","open",1,0
"Attalea tessmannii Burret",1,0,"closed","closed","closed",0,1
"Miconia shepherdii R.Goldenb. & Reginato",0.83,0.17,"closed","closed","closed",0,1
"Caryota monostachya Becc.",1,0,"closed","closed","closed",0,1
"Microlicia pusilla Cogn.",0,1,"open","open","open",1,0
"Mimosa flavocaesia Barneby",0.25,0.75,"open","open","open",1,0
"Calamus harmandii Pierre ex Becc.",1,0,"closed","closed","closed",0,1
"Pachyanthus monocephalus (Urb.) Borhidi",1,0,"closed","closed","closed",0,1
"Monochaetum discolor H.Karst. ex Triana",0.67,0.33,"closed","closed","closed",1,1
"Attalea plowmanii (Glassman) Zona",1,0,"closed","closed","closed",0,1
"Chamaecrista amorimii Barneby",1,0,"closed","closed","closed",0,1
"Attalea cephalotus Poepp. ex Mart.",1,0,"closed","closed","closed",0,1
"Calycogonium glabratum (Sw.) DC.",1,0,"closed","closed","closed",0,1
"Henriettea uniflora Judd, Skean, Penneys & Michelang.",1,0,"closed","closed","closed",0,1
"Allium gooddingii Ownbey",0.75,0.25,"closed","closed","closed",0,1
"Couepia excelsa Ducke",1,0,"closed","closed","closed",0,1
"Axinaea wurdackii Sagást., S.J.Arroyo & E.Rodr.",0.89,0.11,"closed","closed","closed",0,1
"Eriotheca bahiensis M.C.Duarte & G.L.Esteves",1,0,"closed","closed","closed",0,1
"Lecythis brancoensis (R.Knuth) S.A.Mori",0,1,"open","open","open",1,0
"Miconia paeminosa Wurdack",1,0,"closed","closed","closed",0,1
"Epilobium nevadense Munz",0.06,0.94,"open","open","open",1,0
"Croton trigonocarpus Griseb.",1,0,"closed","closed","closed",0,1
"Miconia tetrandra (Sw.) D.Don",1,0,"closed","closed","closed",0,1
"Acioa edulis Prance",1,0,"closed","closed","closed",0,1
"Hirtella araguariensis Prance",1,0,"closed","closed","closed",0,1
"Licuala robinsoniana Becc.",1,0,"closed","closed","closed",0,1
"Cyphophoenix nucele H.E.Moore",1,0,"closed","closed","closed",0,1
"Trichilia lecointei Ducke",1,0,"closed","closed","closed",0,1
"Mimosa cuiabensis L.Rico & R.Grether",0,1,"open","open","open",1,0
"Alloschemone occidentalis (Poepp.) Engl. & K.Krause",1,0,"closed","closed","closed",0,1
"Ossaea ovatifolia Urb.",1,0,"closed","closed","closed",0,1
"Miconia suaveolens Wurdack",1,0,"closed","closed","closed",0,1
"Begonia paranaensis Brade",1,0,"closed","closed","closed",0,1
"Bactris pickelii Burret",0.77,0.23,"closed","closed","closed",0,1
"Calliandra silvicola Taub.",0,1,"open","open","open",1,0
"Musineon lineare (Rydb.) Mathias",0.67,0.33,"closed","closed","closed",1,1
"Blakea dodsonorum (Wurdack) Penneys & Almeda",1,0,"closed","closed","closed",0,1
"Guarea sprucei C.DC.",1,0,"closed","closed","closed",0,1
"Miconia brasiliensis (Spreng.) Triana",0.91,0.09,"closed","closed","closed",0,1
"Mimosa dalyi Barneby",0.43,0.57,"open","open","closed",1,1
"Warea sessilifolia Nash",1,0,"closed","closed","closed",0,1
"Chamaecrista benthamiana (Harms) H.S.Irwin & Barneby",0.09,0.91,"open","open","open",1,0
"Barcella odora (Trail) Drude",1,0,"closed","closed","closed",0,1
"Miconia galeiformis Jan.M.Burke & Michelang.",1,0,"closed","closed","closed",0,1
"Pinanga humilis A.J.Hend., N.K.Ban & N.Q.Dung",1,0,"closed","closed","closed",0,1
"Leandra lancifolia Cogn.",0.92,0.08,"closed","closed","closed",0,1
"Pinanga quadrijuga Gagnep.",1,0,"closed","closed","closed",0,1
"Calliandra mollissima (Humb. & Bonpl. ex Willd.) Benth.",1,0,"closed","closed","closed",0,1
"Solanum felinum Bitter ex Whalen",1,0,"closed","closed","closed",0,1
"Miconia resimoides Cogn.",1,0,"closed","closed","closed",0,1
"Vellozia spiralis L.B.Sm.",0.14,0.86,"open","open","open",1,0
"Cestrum inclusum Urb.",1,0,"closed","closed","closed",0,1
"Schwenckia lateriflora (Vahl) Carvalho",0.5,0.5,"closed","open","closed",1,1
"Calamus gracilis Roxb.",1,0,"closed","closed","closed",0,1
"Mimosa callithrix Malme",0,1,"open","open","open",1,0
"Draba hispida Willd.",0.95,0.05,"closed","closed","closed",0,1
"Miconia rufiramea Wurdack",1,0,"closed","closed","closed",0,1
"Alcantarea glaziouana (Lem.) Leme",1,0,"closed","closed","closed",0,1
"Alcantarea geniculata (Wawra) J.R.Grant",1,0,"closed","closed","closed",0,1
"Solanum etuberosum Lindl.",0.78,0.22,"closed","closed","closed",0,1
"Barbacenia regis L.B.Sm.",0.25,0.75,"open","open","open",1,0
"Licuala bracteata Gagnep.",1,0,"closed","closed","closed",0,1
"Ptilimnium ahlesii Weakley & G.L.Nesom",1,0,"closed","closed","closed",0,1
"Chambeyronia lepidota H.E.Moore",1,0,"closed","closed","closed",0,1
"Geonoma bernalii A.J.Hend.",1,0,"closed","closed","closed",0,1
"Geonoma trigona (Ruiz & Pav.) A.H.Gentry",1,0,"closed","closed","closed",0,1
"Allium douglasii Hook.",0.48,0.52,"open","open","closed",1,1
"Chamaecrista floribunda M.J.Silva & A.O.Souza",0,1,"open","open","open",1,0
"Miconia cinerea Cogn.",1,0,"closed","closed","closed",0,1
"Trichilia bullata T.D.Penn.",1,0,"closed","closed","closed",0,1
"Begonia dentatiloba A.DC.",1,0,"closed","closed","closed",0,1
"Chamaecrista isidorea (Benth.) H.S.Irwin & Barneby",0.03,0.97,"open","open","open",1,0
"Meriania cuzcoana Wurdack",1,0,"closed","closed","closed",0,1
"Chamaedorea stricta Standl. & Steyerm.",1,0,"closed","closed","closed",0,1
"Lepidium papilliferum (L.F.Hend.) A.Nelson & J.F.Macbr.",0,1,"open","open","open",1,0
"Mimosa pseudoradula var. pseudoradula",0,1,"open","open","open",1,0
"Miconia calignosa Wurdack",1,0,"closed","closed","closed",0,1
"Croton piluliferus Rusby",0.85,0.15,"closed","closed","closed",0,1
"Lavoisiera punctata DC.",0,1,"open","open","open",1,0
"Draba sobolifera Rydb.",1,0,"closed","closed","closed",0,1
"Geonoma venosa A.J.Hend.",1,0,"closed","closed","closed",0,1
"Miconia prietoi Wurdack",0.67,0.33,"closed","closed","closed",1,1
"Leandra therezopolitana Cogn.",1,0,"closed","closed","closed",0,1
"Calycogonium turbinatum Urb. & Ekman",1,0,"closed","closed","closed",0,1
"Heliconia indica Lam.",1,0,"closed","closed","closed",0,1
"Briza juergensii Hack.",0.55,0.45,"closed","open","closed",1,1
"Blakea castanedae (Wurdack) Penneys & Judd",1,0,"closed","closed","closed",0,1
"Draba brachystylis Rydb.",1,0,"closed","closed","closed",0,1
"Physalis walteri Nutt.",0.91,0.09,"closed","closed","closed",0,1
"Mandevilla boliviensis (Hook.fil.) Woodson",0.92,0.08,"closed","closed","closed",0,1
"Pachyanthus poiretii Griseb.",1,0,"closed","closed","closed",0,1
"Alcantarea duarteana (L.B.Sm.) J.R.Grant",0.25,0.75,"open","open","open",1,0
"Miconia inaequipetiolata Majure & Judd",1,0,"closed","closed","closed",0,1
"Paepalanthus modestus Trovó",0,1,"open","open","open",1,0
"Bulbophyllum reptans (Lindl.) Lindl. ex Wall.",1,0,"closed","closed","closed",0,1
"Calycogonium rhamnoideum Naudin",1,0,"closed","closed","closed",0,1
"Couepia coarctata Prance",1,0,"closed","closed","closed",0,1
"Calamus lateralis A.J.Hend., N.K.Ban & N.Q.Dung",1,0,"closed","closed","closed",0,1
"Graffenrieda rufescens Britton & P.Wilson",1,0,"closed","closed","closed",0,1
"Rhytidophyllum grandiflorum Z.R.Xu & L.E.Skog ex Zanoni & Jiménez Rodr.",1,0,"closed","closed","closed",0,1
"Mimosa coruscocaesia Barneby",0.25,0.75,"open","open","open",1,0
"Mimosa venatorum Barneby",0.17,0.83,"open","open","open",1,0
"Begonia subacida Irmsch.",1,0,"closed","closed","closed",0,1
"Calycogonium saxicola Britton & P.Wilson",1,0,"closed","closed","closed",0,1
"Protium sessiliflorum (Rose) Standl.",1,0,"closed","closed","closed",0,1
"Zygia morongii Barneby & J.W.Grimes",0.38,0.62,"open","open","open",1,1
"Myrceugenia kleinii D.Legrand & Kausel",1,0,"closed","closed","closed",0,1
"Miconia jimenezii Judd & R.S.Beaman",1,0,"closed","closed","closed",0,1
"Calamus modestus T.Evans & T.P.Anh",1,0,"closed","closed","closed",0,1
"Eugenia haematocarpa Alain",1,0,"closed","closed","closed",0,1
"Miconia macuxi Meirelles, Caddah & R.Goldenb.",1,0,"closed","closed","closed",0,1
"Meriania rugosa Markgr.",1,0,"closed","closed","closed",0,1
"Ditassa blanchetii Decne.",0.67,0.33,"closed","closed","closed",1,1
"Briza rufa (J.Presl) Steud.",0.29,0.71,"open","open","open",1,1
"Chamaecrista nummulariifolia (Benth.) H.S.Irwin & Barneby",0,1,"open","open","open",1,0
"Mimosa distachya var. oligacantha (DC.) Barneby",0,1,"open","open","open",1,0
"Calamus rudentum Lour.",0.86,0.14,"closed","closed","closed",0,1
"Calamus albus Pers.",1,0,"closed","closed","closed",0,1
"Aiphanes grandis Borchs. & Balslev",1,0,"closed","closed","closed",0,1
"Calamus albidus L.X.Guo & A.J.Hend.",1,0,"closed","closed","closed",0,1
"Bouvardia glaberrima Engelm.",0.73,0.27,"closed","closed","closed",1,1
"Quercus planipocula Trel.",1,0,"closed","closed","closed",0,1
"Streptanthus heterophyllus Nutt.",0,1,"open","open","open",1,0
"Aegilops comosa Sm.",0.05,0.95,"open","open","open",1,0
"Aegilops uniaristata Vis.",0,1,"open","open","open",1,0
"Triticum aestivum L.",0.4,0.6,"open","open","closed",1,1
"Triticum sphaerococcum Percival",1,0,"closed","closed","closed",0,1
"Triticum spelta L.",0,1,"open","open","open",1,0
"Triticum dicoccoides (Asch. & Graebn.) Schweinf.",0.42,0.58,"open","open","closed",1,1
"Triticum turgidum L.",0.1,0.9,"open","open","open",1,0
"Triticum durum Desf.",0.27,0.73,"open","open","open",1,1
"Triticum polonicum L.",0,1,"open","open","open",1,0
"Triticum urartu Thumanjan ex Gandilyan",0.12,0.88,"open","open","open",1,0
"Chylismia arenaria A.Nelson",0,1,"open","open","open",1,0
"Clarkia concinna (Fisch. & C.A.Mey.) Greene",0.31,0.69,"open","open","open",1,1
"Begonia imperialis Lem.",1,0,"closed","closed","closed",0,1
"Croton masonii I.M.Johnst.",1,0,"closed","closed","closed",0,1
"Stipa kingii Bol.",1,0,"closed","closed","closed",0,1
"Stipa diegoensis Swallen",0,1,"open","open","open",1,0
"Stipa arida M.E.Jones",0,1,"open","open","open",1,0
"Asclepias leptopus I.M.Johnst.",0.5,0.5,"closed","open","closed",1,1
"Stenotis mucronata (Benth.) Terrell",0.33,0.67,"open","open","open",1,1
"Solanum lumholtzianum Bartlett",0.53,0.47,"closed","open","closed",1,1
"Washingtonia robusta H.Wendl.",0.14,0.86,"open","open","open",1,0
"Salvia madrensis Seem.",1,0,"closed","closed","closed",0,1
"Lycium shockleyi A.Gray",0,1,"open","open","open",1,0
"Salvia chionophylla Fernald",1,0,"closed","closed","closed",0,1
"Clarkia biloba (Durand) A.Nelson & J.F.Macbr.",0.17,0.83,"open","open","open",1,0
"Brachiaria distachya (L.) Stapf",0.81,0.19,"closed","closed","closed",0,1
"Nolana linearifolia Phil.",0,1,"open","open","open",1,0
"Aegilops juvenalis (Thell.) Eig",0,1,"open","open","open",1,0
"Begonia calderonii Standl.",1,0,"closed","closed","closed",0,1
"Hordeum californicum Covas & Stebbins",0.32,0.68,"open","open","open",1,1
"Croton acapulcensis M.J.Martinez Gordillo & J.Jiménez Ram.",1,0,"closed","closed","closed",0,1
"Cardamine asarifolia L.",1,0,"closed","closed","closed",0,1
"Miconia biolleyana (Cogn.) Gamba & Almeda",1,0,"closed","closed","closed",0,1
"Heliconia gilbertiana Abalo & G.Morales",1,0,"closed","closed","closed",0,1
"Primula chungensis Balf.fil. & Kingdon-Ward",0.63,0.37,"closed","closed","closed",1,1
"Leandra edentula Gleason",0.67,0.33,"closed","closed","closed",1,1
"Elymus pendulinus (Nevski) Tzvelev",0.51,0.49,"closed","open","closed",1,1
"Attalea burretiana Bondar",0.94,0.06,"closed","closed","closed",0,1
"Cardamine rockii O.E.Schulz",1,0,"closed","closed","closed",0,1
"Miconia amilcariana Almeda & Dorr",1,0,"closed","closed","closed",0,1
"Rhyssolobium dumosum E.Mey.",0,1,"open","open","open",1,0
"Corylus chinensis Franch.",1,0,"closed","closed","closed",0,1
"Polypogon australis Brongn.",0.41,0.59,"open","open","closed",1,1
"Heliconia combinata Abalo & G.Morales",1,0,"closed","closed","closed",0,1
"Draba altaica (C.A.Mey.) Bunge",0.12,0.88,"open","open","open",1,0
"Nolana peruviana (Gaudich.) I.M.Johnst.",0,1,"open","open","open",1,0
"Syagrus stenopetala Burret",0.5,0.5,"closed","open","closed",1,1
"Vangueria volkensii K.Schum.",0.48,0.52,"open","open","closed",1,1
"Mimosa tenuiflora Benth.",0.38,0.62,"open","open","open",1,1
"Poa stiriaca Fritsch & Hayek",1,0,"closed","closed","closed",0,1
"Marlimorimia contorta",0.67,0.33,"closed","closed","closed",1,1
"Tococa cordata Berg ex Triana",1,0,"closed","closed","closed",0,1
"Dasispermum suffruticosum (Bergius) B.L.Burtt",0,1,"open","open","open",1,0
"Ruellia saulensis Wassh.",1,0,"closed","closed","closed",0,1
"Lycianthes jalicensis E.Dean",1,0,"closed","closed","closed",0,1
"Oenothera hexandra (Sessé & Moc. ex Ortega) W.L.Wagner & Hoch",0.83,0.17,"closed","closed","closed",0,1
"Clidemia sandwithii Wurdack",1,0,"closed","closed","closed",0,1
"Lupinus magnistipulatus Planchuelo & D.B.Dunn",0.86,0.14,"closed","closed","closed",0,1
"Corylus yunnanensis (Franch.) A.Camus",0.96,0.04,"closed","closed","closed",0,1
"Leandra phelpsiae Gleason",1,0,"closed","closed","closed",0,1
"Catalepis gracilis Stent & Stapf",0,1,"open","open","open",1,0
"Neobouteloua lophostachya (Griseb.) Gould",0.09,0.91,"open","open","open",1,0
"Primula cernua Franch.",0.89,0.11,"closed","closed","closed",0,1
"Glossoloma penduliflorum (M.Freiberg) J.L.Clark",1,0,"closed","closed","closed",0,1
"Crithopsis delileana (Schult.) Roshev.",0.14,0.86,"open","open","open",1,0
"Achimenes hintoniana Ram.-Roa & L.E.Skog",1,0,"closed","closed","closed",0,1
"Miconia barkeri Urb. & Ekman",1,0,"closed","closed","closed",0,1
"Gloxiniopsis racemosa (Benth.) Roalson & Boggan",1,0,"closed","closed","closed",0,1
"Hirtella macrosepala Sandwith",1,0,"closed","closed","closed",0,1
"Douglasia beringensis S.Kelso, Jurtzev & D.F.Murray",0.3,0.7,"open","open","open",1,1
"Zygia bisingula L.Rico",1,0,"closed","closed","closed",0,1
"Lithocarpus encleisocarpus (Korth.) A.Camus",1,0,"closed","closed","closed",0,1
"Nolana adansonii (Roem. & Schult.) I.M.Johnst.",0,1,"open","open","open",1,0
"Quercus griffithii Hook.f. & Thomson ex Miq.",1,0,"closed","closed","closed",0,1
"Orthanthera jasminiflora (Decne.) Schinz",0,1,"open","open","open",1,0
"Brachiaria pseudodichotoma Bosser",0.35,0.65,"open","open","open",1,1
"Primula sinomollis Balf.fil. & Forrest",1,0,"closed","closed","closed",0,1
"Ruellia filicalyx Lindau",0.5,0.5,"closed","open","closed",1,1
"Ernestia rubra Pulle",1,0,"closed","closed","closed",0,1
"Miconia papillosperma R.Goldenb. & Michelang.",1,0,"closed","closed","closed",0,1
"Festuca chimborazensis E.B.Alexeev",0.14,0.86,"open","open","open",1,0
"Primula elliptica Royle",0,1,"open","open","open",1,0
"Catabrosa werdermannii (Pilg.) Nicora & Rúgolo",0,1,"open","open","open",1,0
"Gagnebina calcicola (R.Vig.) Renvoize",1,0,"closed","closed","closed",0,1
"Colpodium versicolor (Steven) Schmalh.",1,0,"closed","closed","closed",0,1
"Mecranium amygdalinum (Desr.) C.Wright",0.75,0.25,"closed","closed","closed",0,1
"Rhytidophyllum berteroanum Mart.",1,0,"closed","closed","closed",0,1
"Calliandra pedicellata Benth.",0.86,0.14,"closed","closed","closed",0,1
"Anarrhinum corsicum Jord. & Fourr.",0,1,"open","open","open",1,0
"Pimpinella lutea Desf.",0,1,"open","open","open",1,0
"Carex microcarpa Bertol. ex Moris",0,1,"open","open","open",1,0
"Cenolophium denudatum (Fisch. & Hornem.) Tutin",0.73,0.27,"closed","closed","closed",1,1
"Hylebates cordatus Chippind.",0,1,"open","open","open",1,0
"Eustachys paspaloides (Vahl) Lanza & Mattei",0.22,0.78,"open","open","open",1,0
"Eragrostis lehmanniana Nees",0.05,0.95,"open","open","open",1,0
"Memecylon torrei A.Fern. & R.Fern.",1,0,"closed","closed","closed",0,1
"Antherotoma phaeotricha (Hochst.) Jacq.-Fél.",0.26,0.74,"open","open","open",1,1
"Lepidium africanum (Burm.f.) DC.",0.06,0.94,"open","open","open",1,0
"Xylia torreana Brenan",0.21,0.79,"open","open","open",1,0
"Pseudoprosopis euryphylla Harms",0.83,0.17,"closed","closed","closed",0,1
"Stathmostelma pauciflorum (Hochst. & Steud.) K.Schum.",0.17,0.83,"open","open","open",1,0
"Pachycarpus concolor E.Mey.",0.57,0.43,"closed","open","closed",1,1
"Pachycarpus appendiculatus E.Mey.",1,0,"closed","closed","closed",0,1
"Alloteropsis papillosa Clayton",0.75,0.25,"closed","closed","closed",0,1
"Dactyloctenium australe Steud.",0.41,0.59,"open","open","closed",1,1
"Brachiaria bovonei (Chiov.) Robyns",0.05,0.95,"open","open","open",1,0
"Echinochloa haploclada (Stapf) Stapf",0.16,0.84,"open","open","open",1,0
"Mimosa mossambicensis Brenan",0,1,"open","open","open",1,0
"Commiphora edulis (Klotzsch) Engl.",0.2,0.8,"open","open","open",1,0
"Gomphocarpus tomentosus Burch.",0.25,0.75,"open","open","open",1,0
"Gomphocarpus physocarpus E.Mey.",0.44,0.56,"open","open","closed",1,1
"Trichilia capitata Klotzsch",0.1,0.9,"open","open","open",1,0
"Callichilia orientalis S.Moore",0.86,0.14,"closed","closed","closed",0,1
"Fadogia tetraquetra K.Schum. & K.Krause",0,1,"open","open","open",1,0
"Agrocharis pedunculata (Baker fil.) Heywood & Jury",0.22,0.78,"open","open","open",1,0
"Raphia australis Oberm. & Strey",1,0,"closed","closed","closed",0,1
"Hyphaene compressa H.Wendl.",0.67,0.33,"closed","closed","closed",1,1
"Hyphaene petersiana Klotzsch ex Mart.",0.29,0.71,"open","open","open",1,1
"Echinochloa frumentacea Link",0.86,0.14,"closed","closed","closed",0,1
"Albizia schimperiana Oliv.",0.5,0.5,"closed","open","closed",1,1
"Aegilops speltoides Tausch",0.32,0.68,"open","open","open",1,1
"Lolium persicum Boiss. & Hohen.",0.13,0.87,"open","open","open",1,0
"Allium schubertii Zucc.",0,1,"open","open","open",1,0
"Daucus broteri Ten.",0.1,0.9,"open","open","open",1,0
"Daucus muricatus Herb. ex Guss.",0.06,0.94,"open","open","open",1,0
"Lepidium aucheri Boiss.",0,1,"open","open","open",1,0
"Prosopis farcta (Banks & Sol.) J.F.Macbr.",0,1,"open","open","open",1,0
"Aegilops sharonensis Eig",0,1,"open","open","open",1,0
"Salvia hierosolymitana Boiss.",0,1,"open","open","open",1,0
"Salvia judaica Boiss.",0,1,"open","open","open",1,0
"Salvia palaestina Benth.",0.06,0.94,"open","open","open",1,0
"Salvia dominica L.",0,1,"open","open","open",1,0
"Pimpinella corymbosa Boiss.",0.2,0.8,"open","open","open",1,0
"Hyoscyamus pusillus L.",0.04,0.96,"open","open","open",1,0
"Salvia indica L.",0,1,"open","open","open",1,0
"Allium qasyunense Mouterde",0,1,"open","open","open",1,0
"Stipagrostis raddiana (Savi) De Winter",0,1,"open","open","open",1,0
"Deverra tortuosa (Desf.) DC.",0,1,"open","open","open",1,0
"Allium truncatum (Feinbrun) Kollmann & D.Zohary",0,1,"open","open","open",1,0
"Exoacantha heterophylla Labill.",0,1,"open","open","open",1,0
"Licania irwinii Prance",1,0,"closed","closed","closed",0,1
"Rhododendron cerasinum Tagg",0.25,0.75,"open","open","open",1,0
"Castanopsis echinocarpa Miq.",1,0,"closed","closed","closed",0,1
"Rhytidophyllum vernicosum Urb. & Ekman",1,0,"closed","closed","closed",0,1
"Calamagrostis holmii Lange",0.06,0.94,"open","open","open",1,0
"Miconia dunstervillei Wurdack",1,0,"closed","closed","closed",0,1
"Hordeum bogdanii Wilensky",0.07,0.93,"open","open","open",1,0
"Pityrocarpa leucoxylon (Barneby & J.W.Grimes) Luckow & R.W.Jobson",0.43,0.57,"open","open","closed",1,1
"Odyssea paucinervis (Nees) Stapf",0.27,0.73,"open","open","open",1,1
"Napeanthus riparius Philipson",1,0,"closed","closed","closed",0,1
"Nolana inflata Ruiz & Pav.",0,1,"open","open","open",1,0
"Nolana weissiana Ferreyra",0,1,"open","open","open",1,0
"Gesneria barahonensis Urb.",1,0,"closed","closed","closed",0,1
"Styrophyton caudatum (Diels) S.Y.Hu",1,0,"closed","closed","closed",0,1
"Siphocampylus chloroleucus E.Wimm.",0.5,0.5,"closed","open","closed",1,1
"Ficus stolonifera King",0.7,0.3,"closed","closed","closed",1,1
"Nolana lycioides I.M.Johnst.",0,1,"open","open","open",1,0
"Heracleum bivittatum (C.B.Clarke) Boiss.",1,0,"closed","closed","closed",0,1
"Aristida congesta Roem. & Schult.",0.02,0.98,"open","open","open",1,0
"Alloplectus tessmannii Mansf.",1,0,"closed","closed","closed",0,1
"Otatea reynosoana Ruiz-Sanchez & L.G.Clark",1,0,"closed","closed","closed",0,1
"Stipagrostis acutiflora (Trin. & Rupr.) De Winter",0,1,"open","open","open",1,0
"Quercus trojana Webb",0.08,0.92,"open","open","open",1,0
"Eragrostis biflora Hack.",0,1,"open","open","open",1,0
"Quercus monimotricha (Hand.-Mazz.) Hand.-Mazz.",0.87,0.13,"closed","closed","closed",0,1
"Dissanthelium brevifolium Swallen & Tovar",0,1,"open","open","open",1,0
"Triolena asplundii Wurdack",1,0,"closed","closed","closed",0,1
"Memecylon rivulare K.Bremer",1,0,"closed","closed","closed",0,1
"Bulbophyllum epiphytum Barb.Rodr.",0.38,0.62,"open","open","open",1,1
"Vriesea gigantea Gaudich.",0.8,0.2,"closed","closed","closed",0,1
"Microlicia fasciculata Mart.",0.12,0.88,"open","open","open",1,0
